transaction_id,date,customer_id,product_id,product_name,quantity,unit_price,total_amount,payment_method,store_location
315,2025-02-16,C315,P113,Mechanical Keyboard,2,149.99,299.98,Credit Card,Fort Worth
316,2025-03-15,C316,P110,Smart Home Hub,5,129.99,649.95,Apple Pay,Chicago
317,2025-04-17,C317,P108,Digital Camera,2,599.99,1199.98,Credit Card,Indianapolis
318,2025-01-25,C318,P112,External SSD,5,199.99,999.95,Cash,Houston
319,2025-03-26,C319,P114,Wireless Mouse,5,49.99,249.95,Credit Card,Dallas
320,2025-05-21,C320,P109,VR Headset,4,299.99,1199.96,Google Pay,Indianapolis
321,2025-03-31,C321,P112,External SSD,3,199.99,599.97,Credit Card,San Diego
322,2025-01-31,C322,P118,Power Bank,1,49.99,49.99,Apple Pay,San Jose
323,2025-02-11,C323,P112,External SSD,3,199.99,599.97,Cash,Indianapolis
324,2025-05-28,C324,P116,Webcam HD,5,89.99,449.95,Cash,Philadelphia
325,2025-05-05,C325,P103,Wireless Earbuds,4,149.99,599.96,Credit Card,New York
326,2025-06-19,C326,P115,Monitor LG,3,299.99,899.97,Debit Card,Columbus
327,2025-04-18,C327,P119,Noise Cancelling Headphones,3,199.99,599.97,Credit Card,San Diego
328,2025-01-23,C328,P106,Gaming Console,5,399.99,1999.95,Google Pay,Philadelphia
329,2025-04-23,C329,P104,Smart Watch,2,249.99,499.98,PayPal,San Antonio
330,2025-04-26,C330,P106,Gaming Console,1,399.99,399.99,Debit Card,Phoenix
331,2025-05-27,C331,P117,USB-C Hub,1,39.99,39.99,PayPal,Houston
332,2025-02-10,C332,P106,Gaming Console,4,399.99,1599.96,Cash,Denver
333,2025-01-25,C333,P111,Wireless Charger,2,29.99,59.98,Credit Card,Phoenix
334,2025-05-29,C334,P101,Smartphone X,5,899.99,4499.95,Cash,Seattle
335,2025-03-06,C335,P115,Monitor LG,3,299.99,899.97,Credit Card,San Francisco
336,2025-04-25,C336,P110,Smart Home Hub,2,129.99,259.98,Debit Card,San Jose
337,2025-05-27,C337,P112,External SSD,3,199.99,599.97,Google Pay,Denver
338,2025-02-20,C338,P102,Laptop Pro,4,1299.99,5199.96,Debit Card,Philadelphia
339,2025-04-25,C339,P111,Wireless Charger,3,29.99,89.97,Google Pay,Columbus
340,2025-02-27,C340,P108,Digital Camera,3,599.99,1799.97,Google Pay,Columbus
341,2025-04-11,C341,P111,Wireless Charger,1,29.99,29.99,Apple Pay,San Diego
342,2025-01-16,C342,P111,Wireless Charger,4,29.99,119.96,Credit Card,San Diego
343,2025-03-21,C343,P111,Wireless Charger,5,29.99,149.95,Cash,San Antonio
344,2025-06-19,C344,P117,USB-C Hub,3,39.99,119.97,Credit Card,San Jose
345,2025-06-17,C345,P108,Digital Camera,4,599.99,2399.96,Debit Card,Boston
346,2025-01-09,C346,P119,Noise Cancelling Headphones,5,199.99,999.95,PayPal,Fort Worth
347,2025-02-06,C347,P117,USB-C Hub,3,39.99,119.97,Debit Card,Austin
348,2025-01-18,C348,P105,Tablet Mini,4,499.99,1999.96,Debit Card,San Francisco
349,2025-03-17,C349,P108,Digital Camera,5,599.99,2999.95,Debit Card,Indianapolis
350,2025-02-07,C350,P103,Wireless Earbuds,4,149.99,599.96,Credit Card,San Jose
351,2025-05-31,C351,P111,Wireless Charger,3,29.99,89.97,Cash,Denver
352,2025-01-22,C352,P116,Webcam HD,2,89.99,179.98,Cash,Austin
353,2025-05-26,C353,P109,VR Headset,2,299.99,599.98,PayPal,San Diego
354,2025-01-03,C354,P106,Gaming Console,5,399.99,1999.95,Apple Pay,Columbus
355,2025-06-01,C355,P110,Smart Home Hub,5,129.99,649.95,Apple Pay,Austin
356,2025-05-07,C356,P110,Smart Home Hub,4,129.99,519.96,Apple Pay,San Diego
357,2025-02-14,C357,P107,Bluetooth Speaker,3,79.99,239.97,Google Pay,Los Angeles
358,2025-04-10,C358,P117,USB-C Hub,4,39.99,159.96,Debit Card,Houston
359,2025-04-24,C359,P108,Digital Camera,5,599.99,2999.95,Debit Card,Columbus
360,2025-04-01,C360,P101,Smartphone X,4,899.99,3599.96,Credit Card,Dallas
361,2025-05-18,C361,P109,VR Headset,4,299.99,1199.96,Cash,San Jose
362,2025-04-22,C362,P113,Mechanical Keyboard,3,149.99,449.97,Cash,Philadelphia
363,2025-01-19,C363,P104,Smart Watch,1,249.99,249.99,Cash,San Antonio
364,2025-02-18,C364,P104,Smart Watch,1,249.99,249.99,Cash,Charlotte
365,2025-06-15,C365,P120,Smart Bulb Pack,5,24.99,124.95,Debit Card,Los Angeles
366,2025-03-31,C366,P120,Smart Bulb Pack,3,24.99,74.97,Debit Card,Columbus
367,2025-01-06,C367,P106,Gaming Console,4,399.99,1599.96,Debit Card,Jacksonville
368,2025-03-21,C368,P113,Mechanical Keyboard,5,149.99,749.95,Debit Card,Dallas
369,2025-01-25,C369,P107,Bluetooth Speaker,1,79.99,79.99,Debit Card,San Antonio
370,2025-04-09,C370,P110,Smart Home Hub,5,129.99,649.95,PayPal,Houston
371,2025-02-06,C371,P109,VR Headset,3,299.99,899.97,PayPal,Denver
372,2025-02-28,C372,P108,Digital Camera,3,599.99,1799.97,Google Pay,Indianapolis
373,2025-02-12,C373,P111,Wireless Charger,2,29.99,59.98,Cash,Boston
374,2025-04-27,C374,P107,Bluetooth Speaker,4,79.99,319.96,Cash,Chicago
375,2025-06-08,C375,P110,Smart Home Hub,4,129.99,519.96,Credit Card,Philadelphia
376,2025-05-14,C376,P110,Smart Home Hub,4,129.99,519.96,PayPal,Boston
377,2025-01-06,C377,P111,Wireless Charger,5,29.99,149.95,Google Pay,Houston
378,2025-02-15,C378,P115,Monitor LG,2,299.99,599.98,Credit Card,Philadelphia
379,2025-01-29,C379,P112,External SSD,4,199.99,799.96,Google Pay,Phoenix
380,2025-06-03,C380,P113,Mechanical Keyboard,2,149.99,299.98,Credit Card,San Diego
381,2025-03-17,C381,P106,Gaming Console,2,399.99,799.98,Cash,Austin
382,2025-02-18,C382,P110,Smart Home Hub,3,129.99,389.97,Credit Card,San Francisco
383,2025-03-21,C383,P103,Wireless Earbuds,3,149.99,449.97,Debit Card,Charlotte
384,2025-01-01,C384,P119,Noise Cancelling Headphones,1,199.99,199.99,Credit Card,San Francisco
385,2025-05-22,C385,P119,Noise Cancelling Headphones,4,199.99,799.96,Cash,Seattle
386,2025-02-10,C386,P120,Smart Bulb Pack,4,24.99,99.96,Debit Card,Phoenix
387,2025-03-23,C387,P116,Webcam HD,1,89.99,89.99,Apple Pay,New York
388,2025-01-05,C388,P120,Smart Bulb Pack,3,24.99,74.97,PayPal,Columbus
389,2025-02-26,C389,P115,Monitor LG,5,299.99,1499.95,PayPal,Los Angeles
390,2025-06-09,C390,P103,Wireless Earbuds,1,149.99,149.99,Cash,Chicago
391,2025-04-18,C391,P112,External SSD,2,199.99,399.98,Apple Pay,Seattle
392,2025-05-29,C392,P113,Mechanical Keyboard,1,149.99,149.99,Credit Card,Columbus
393,2025-01-11,C393,P118,Power Bank,4,49.99,199.96,Google Pay,Boston
394,2025-04-21,C394,P114,Wireless Mouse,1,49.99,49.99,Debit Card,Fort Worth
395,2025-01-14,C395,P107,Bluetooth Speaker,4,79.99,319.96,Google Pay,Jacksonville
396,2025-01-17,C396,P108,Digital Camera,2,599.99,1199.98,Debit Card,Los Angeles
397,2025-05-26,C397,P107,Bluetooth Speaker,3,79.99,239.97,PayPal,Columbus
398,2025-04-20,C398,P118,Power Bank,3,49.99,149.97,Debit Card,Dallas
399,2025-05-28,C399,P101,Smartphone X,4,899.99,3599.96,Cash,Charlotte
400,2025-06-03,C400,P113,Mechanical Keyboard,5,149.99,749.95,PayPal,Denver
401,2025-03-12,C401,P102,Laptop Pro,4,1299.99,5199.96,Debit Card,Columbus
402,2025-05-04,C402,P118,Power Bank,5,49.99,249.95,Debit Card,Fort Worth
403,2025-02-08,C403,P107,Bluetooth Speaker,5,79.99,399.95,PayPal,Boston
404,2025-01-30,C404,P117,USB-C Hub,3,39.99,119.97,Credit Card,San Jose
405,2025-04-02,C405,P112,External SSD,2,199.99,399.98,Debit Card,San Antonio
406,2025-02-24,C406,P112,External SSD,5,199.99,999.95,Apple Pay,San Diego
407,2025-02-19,C407,P117,USB-C Hub,2,39.99,79.98,Apple Pay,San Jose
408,2025-05-07,C408,P115,Monitor LG,1,299.99,299.99,Google Pay,Charlotte
409,2025-03-23,C409,P112,External SSD,5,199.99,999.95,Google Pay,Austin
410,2025-05-08,C410,P112,External SSD,2,199.99,399.98,Credit Card,Austin
411,2025-04-20,C411,P108,Digital Camera,3,599.99,1799.97,Debit Card,Seattle
412,2025-05-18,C412,P102,Laptop Pro,4,1299.99,5199.96,Cash,Seattle
413,2025-01-19,C413,P102,Laptop Pro,4,1299.99,5199.96,Apple Pay,Fort Worth
414,2025-02-05,C414,P110,Smart Home Hub,4,129.99,519.96,Credit Card,Fort Worth
415,2025-05-06,C415,P117,USB-C Hub,4,39.99,159.96,Debit Card,Phoenix
416,2025-04-14,C416,P117,USB-C Hub,2,39.99,79.98,Google Pay,New York
417,2025-03-03,C417,P103,Wireless Earbuds,1,149.99,149.99,PayPal,Indianapolis
418,2025-06-05,C418,P104,Smart Watch,5,249.99,1249.95,Cash,San Diego
419,2025-06-17,C419,P120,Smart Bulb Pack,5,24.99,124.95,Apple Pay,San Francisco
420,2025-01-22,C420,P115,Monitor LG,3,299.99,899.97,Cash,Seattle
421,2025-03-20,C421,P115,Monitor LG,4,299.99,1199.96,Apple Pay,Austin
422,2025-01-03,C422,P120,Smart Bulb Pack,4,24.99,99.96,Credit Card,Austin
423,2025-01-04,C423,P113,Mechanical Keyboard,1,149.99,149.99,Google Pay,Phoenix
424,2025-05-11,C424,P117,USB-C Hub,3,39.99,119.97,Debit Card,Boston
425,2025-03-18,C425,P117,USB-C Hub,4,39.99,159.96,PayPal,Indianapolis
426,2025-01-11,C426,P111,Wireless Charger,1,29.99,29.99,Google Pay,Denver
427,2025-06-06,C427,P113,Mechanical Keyboard,3,149.99,449.97,Debit Card,Boston
428,2025-02-14,C428,P119,Noise Cancelling Headphones,5,199.99,999.95,Cash,Los Angeles
429,2025-06-09,C429,P117,USB-C Hub,4,39.99,159.96,Credit Card,Indianapolis
430,2025-06-09,C430,P101,Smartphone X,4,899.99,3599.96,Debit Card,San Antonio
431,2025-02-13,C431,P105,Tablet Mini,3,499.99,1499.97,Apple Pay,San Jose
432,2025-04-06,C432,P105,Tablet Mini,5,499.99,2499.95,Debit Card,Chicago
433,2025-06-03,C433,P119,Noise Cancelling Headphones,5,199.99,999.95,Credit Card,San Francisco
434,2025-06-17,C434,P101,Smartphone X,3,899.99,2699.97,Apple Pay,Boston
435,2025-04-07,C435,P103,Wireless Earbuds,4,149.99,599.96,Apple Pay,Los Angeles
436,2025-05-16,C436,P109,VR Headset,4,299.99,1199.96,PayPal,Los Angeles
437,2025-05-13,C437,P106,Gaming Console,3,399.99,1199.97,Google Pay,Austin
438,2025-03-16,C438,P107,Bluetooth Speaker,5,79.99,399.95,Apple Pay,Phoenix
439,2025-04-14,C439,P120,Smart Bulb Pack,2,24.99,49.98,Credit Card,Denver
440,2025-02-27,C440,P110,Smart Home Hub,3,129.99,389.97,Cash,Chicago
441,2025-06-05,C441,P116,Webcam HD,3,89.99,269.97,Debit Card,Los Angeles
442,2025-03-31,C442,P106,Gaming Console,2,399.99,799.98,Cash,Columbus
443,2025-01-07,C443,P120,Smart Bulb Pack,4,24.99,99.96,Credit Card,San Jose
444,2025-04-06,C444,P118,Power Bank,2,49.99,99.98,PayPal,Phoenix
445,2025-03-07,C445,P104,Smart Watch,5,249.99,1249.95,Credit Card,San Jose
446,2025-01-05,C446,P109,VR Headset,3,299.99,899.97,Credit Card,San Jose
447,2025-02-04,C447,P117,USB-C Hub,1,39.99,39.99,PayPal,Indianapolis
448,2025-06-08,C448,P117,USB-C Hub,3,39.99,119.97,Google Pay,New York
449,2025-05-14,C449,P118,Power Bank,4,49.99,199.96,Apple Pay,San Antonio
450,2025-01-25,C450,P112,External SSD,2,199.99,399.98,Google Pay,Los Angeles
451,2025-04-10,C451,P101,Smartphone X,3,899.99,2699.97,Credit Card,Columbus
452,2025-04-26,C452,P111,Wireless Charger,2,29.99,59.98,Cash,Dallas
453,2025-05-03,C453,P111,Wireless Charger,4,29.99,119.96,PayPal,San Jose
454,2025-05-02,C454,P104,Smart Watch,2,249.99,499.98,Cash,Philadelphia
455,2025-05-25,C455,P118,Power Bank,5,49.99,249.95,PayPal,Indianapolis
456,2025-01-04,C456,P107,Bluetooth Speaker,5,79.99,399.95,Credit Card,Dallas
457,2025-02-11,C457,P110,Smart Home Hub,1,129.99,129.99,PayPal,Chicago
458,2025-03-15,C458,P106,Gaming Console,2,399.99,799.98,Cash,Austin
459,2025-01-02,C459,P114,Wireless Mouse,1,49.99,49.99,Credit Card,San Antonio
460,2025-04-14,C460,P120,Smart Bulb Pack,2,24.99,49.98,Debit Card,Los Angeles
461,2025-02-14,C461,P113,Mechanical Keyboard,3,149.99,449.97,Debit Card,Chicago
462,2025-04-10,C462,P109,VR Headset,5,299.99,1499.95,PayPal,San Diego
463,2025-02-08,C463,P105,Tablet Mini,3,499.99,1499.97,Cash,Seattle
464,2025-05-26,C464,P111,Wireless Charger,4,29.99,119.96,Apple Pay,Phoenix
465,2025-04-14,C465,P112,External SSD,4,199.99,799.96,Credit Card,Houston
466,2025-01-12,C466,P115,Monitor LG,1,299.99,299.99,Cash,Charlotte
467,2025-01-04,C467,P113,Mechanical Keyboard,2,149.99,299.98,Google Pay,San Antonio
468,2025-05-19,C468,P117,USB-C Hub,1,39.99,39.99,Credit Card,Charlotte
469,2025-04-19,C469,P117,USB-C Hub,2,39.99,79.98,Cash,Dallas
470,2025-01-11,C470,P119,Noise Cancelling Headphones,5,199.99,999.95,Cash,Columbus
471,2025-05-29,C471,P106,Gaming Console,2,399.99,799.98,Google Pay,Dallas
472,2025-03-31,C472,P101,Smartphone X,2,899.99,1799.98,Credit Card,Charlotte
473,2025-01-24,C473,P112,External SSD,5,199.99,999.95,Google Pay,Indianapolis
474,2025-02-18,C474,P104,Smart Watch,4,249.99,999.96,Debit Card,Seattle
475,2025-01-26,C475,P119,Noise Cancelling Headphones,1,199.99,199.99,Credit Card,New York
476,2025-03-21,C476,P103,Wireless Earbuds,2,149.99,299.98,Credit Card,Jacksonville
477,2025-02-15,C477,P106,Gaming Console,2,399.99,799.98,Debit Card,Fort Worth
478,2025-02-22,C478,P116,Webcam HD,2,89.99,179.98,Google Pay,San Jose
479,2025-02-15,C479,P116,Webcam HD,3,89.99,269.97,Credit Card,San Antonio
480,2025-05-18,C480,P107,Bluetooth Speaker,3,79.99,239.97,PayPal,San Diego
481,2025-01-27,C481,P106,Gaming Console,4,399.99,1599.96,Cash,Boston
482,2025-04-30,C482,P110,Smart Home Hub,5,129.99,649.95,Google Pay,San Diego
483,2025-03-08,C483,P114,Wireless Mouse,5,49.99,249.95,Debit Card,San Jose
484,2025-05-02,C484,P119,Noise Cancelling Headphones,4,199.99,799.96,Apple Pay,Boston
485,2025-05-07,C485,P106,Gaming Console,3,399.99,1199.97,Cash,Phoenix
486,2025-04-09,C486,P110,Smart Home Hub,5,129.99,649.95,Cash,Chicago
487,2025-02-15,C487,P111,Wireless Charger,4,29.99,119.96,Apple Pay,Houston
488,2025-05-10,C488,P110,Smart Home Hub,4,129.99,519.96,Apple Pay,Chicago
489,2025-05-29,C489,P118,Power Bank,3,49.99,149.97,Debit Card,Austin
490,2025-04-04,C490,P103,Wireless Earbuds,5,149.99,749.95,Apple Pay,Dallas
491,2025-05-29,C491,P106,Gaming Console,2,399.99,799.98,Cash,New York
492,2025-02-14,C492,P113,Mechanical Keyboard,5,149.99,749.95,PayPal,Los Angeles
493,2025-06-06,C493,P105,Tablet Mini,3,499.99,1499.97,Debit Card,Dallas
494,2025-01-03,C494,P117,USB-C Hub,4,39.99,159.96,Credit Card,Indianapolis
495,2025-02-24,C495,P110,Smart Home Hub,1,129.99,129.99,Credit Card,New York
496,2025-01-18,C496,P114,Wireless Mouse,1,49.99,49.99,PayPal,New York
497,2025-02-17,C497,P110,Smart Home Hub,5,129.99,649.95,Apple Pay,Los Angeles
498,2025-02-17,C498,P111,Wireless Charger,2,29.99,59.98,PayPal,San Francisco
499,2025-05-10,C499,P105,Tablet Mini,3,499.99,1499.97,Cash,Charlotte
